crsyr1,origin_loc,cross_loc,us_loc
1974,"La Paz, Baja California del Sur","Tijuana, Baja California del Norte","Orange County, CA "
1985,", Zacatecas","Tijuana, Baja California del Norte","Fresno, CA "
1973,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1984,Zacatecas,"Tijuana, Baja California del Norte","Sacramento, CA "
1975,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1946,Zacatecas,"Mexicali, Baja California del Norte","Riverside-San Bernardino, CA "
1969,"San Luis Río Colorado, Sonora","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1987,"Moyahua de Estrada, Zacatecas","Tecate, Baja California del Norte","Riverside-San Bernardino, CA "
1966,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1991,Zacatecas,"Tijuana, Baja California del Norte",
1980,Zacatecas,"Tijuana, Baja California del Norte","Fresno, CA "
1966,"La Paz, Baja California del Sur","Tijuana, Baja California del Norte",
1980,"Mexicali, Baja California del Norte","Tijuana, Baja California del Norte","Fresno, CA "
1953,Zacatecas,"Mexicali, Baja California del Norte",
1976,Zacatecas,"Tijuana, Baja California del Norte","Fresno, CA "
1986,Zacatecas,"Tijuana, Baja California del Norte",
1973,Zacatecas,"Nuevo Laredo, Tamaulipas",
1973,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1974,"Mexicali, Baja California del Norte","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1977,Zacatecas,"Tijuana, Baja California del Norte","Bakersfield, CA "
1974,Zacatecas,"Tijuana, Baja California del Norte","Bakersfield, CA "
1981,"Chilpancingo de los Bravo, Guerrero","Nuevo Laredo, Tamaulipas","Sacramento, CA "
1984,"Autlán de Navarro, Jalisco","Nuevo Laredo, Tamaulipas","Houston, TX "
1990,"Ciudad de México, Distrito Federal","Juárez, Chihuahua","Dallas, TX "
1986,"Zacatepec, Morelos","Piedras Negras, Coahuila de Zaragoza","Austin-San Marcos, TX "
1981,"Acapulco de Juárez, Guerrero","Nogales, Sonora",
1980,Guerrero,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1980,Guerrero,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1979,Guerrero,"Tijuana, Baja California del Norte","Chicago, IL "
1989,Guerrero,"Tijuana, Baja California del Norte","Chicago, IL "
1982,"Ciudad de México, Distrito Federal","Piedras Negras, Coahuila de Zaragoza",
1976,Guerrero,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1986,Guerrero,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1970,"Ixcateopan de Cuauhtémoc, Guerrero","Tijuana, Baja California del Norte","Sacramento, CA "
1991,"Petatlán, Guerrero","Nogales, Sonora","Chicago, IL "
1978,"Cuetzala del Progreso, Guerrero","Tijuana, Baja California del Norte","Chicago, IL "
1982,"Ixcateopan de Cuauhtémoc, Guerrero","Tijuana, Baja California del Norte","Chicago, IL "
1989,"Tlanchinol, Guerrero","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1975,"Tasquillo, Guerrero","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1988,"Chilpancingo de los Bravo, Guerrero","Tijuana, Baja California del Norte","Chicago, IL "
1993,Guerrero,"Nogales, Sonora","Chicago, IL "
1979,Guerrero,"Nuevo Laredo, Tamaulipas","Houston, TX "
1974,Guanajuato,"Nogales, Sonora","Chicago, IL "
1973,"Ixcateopan de Cuauhtémoc, Guerrero","Tijuana, Baja California del Norte","Chicago, IL "
1977,Guerrero,"Tijuana, Baja California del Norte","Chicago, IL "
1952,"Zirándaro, Jalisco","Juárez, Chihuahua","El Paso, TX "
1949,"Aguascalientes, Aguascalientes","Mexicali, Baja California del Norte","Sacramento, CA "
1978,"Moctezuma, San Luis Potosí","Nuevo Laredo, Tamaulipas","Dallas, TX "
1952,San Luis Potosí,"Nuevo Laredo, Tamaulipas","San Antonio, TX "
1965,San Luis Potosí,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1953,", Zacatecas","Nuevo Laredo, Tamaulipas","Brownsville-Harlingen-San Benito, TX "
1944,"Cerritos, San Luis Potosí","Matamoros, Tamaulipas","Brownsville-Harlingen-San Benito, TX "
1966,"Villa Hidalgo, San Luis Potosí","Nuevo Laredo, Tamaulipas",
1975,"Tampico, Tamaulipas","Reynosa, Tamaulipas","Houston, TX "
1990,"Matamoros, Tamaulipas","Matamoros, Tamaulipas","Houston, TX "
1964,"Aquiles Serdán, Chihuahua","Nuevo Laredo, Tamaulipas","El Paso, TX "
1979,San Luis Potosí,"Nuevo Laredo, Tamaulipas","Chicago, IL "
1989,San Luis Potosí,"Tijuana, Baja California del Norte","Chicago, IL "
1982,"Querétaro, Querétaro","Matamoros, Tamaulipas","St. Louis, MO-IL "
1980,San Luis Potosí,"Nuevo Laredo, Tamaulipas","Chicago, IL "
1977,San Luis Potosí,"Juárez, Chihuahua","Chicago, IL "
1977,San Luis Potosí,"Nuevo Laredo, Tamaulipas","Chicago, IL "
1972,San Luis Potosí,"Nuevo Laredo, Tamaulipas","Chicago, IL "
1970,"Atolinga, Zacatecas","Juárez, Chihuahua","Chicago, IL "
1973,San Luis Potosí,"Tijuana, Baja California del Norte","Chicago, IL "
1977,,"Nuevo Laredo, Tamaulipas","Houston, TX "
1986,"Colima, Colima","Tijuana, Baja California del Norte",
1971,"Ensenada, Baja California del Norte","Tijuana, Baja California del Norte","San Jose, CA "
1990,"Colima, Colima","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1949,"Coalcomán de Vázquez Pallares, Michoacán","Tijuana, Baja California del Norte",
1989,"Chinicuila, Michoacán","Tijuana, Baja California del Norte",
1992,Colima,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1985,,"Tecate, Baja California del Norte","Fresno, CA "
1994,"Coahuyana, Michoacán","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1965,"Colima, Colima","Nuevo Laredo, Tamaulipas",
1975,", Oaxaca","Piedras Negras, Coahuila de Zaragoza","San Antonio, TX "
1985,"Colima, Colima","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1976,"Colima, Colima","Mexicali, Baja California del Norte","Los Angeles-Long Beach, CA "
1988,"Colima, Colima","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1976,,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1982,"Ixtlahuacán, Colima","Tijuana, Baja California del Norte","Santa Barbara-Santa Maria-Lompoc, CA "
1978,,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1955,Colima,"Tijuana, Baja California del Norte","Odessa-Midland, TX "
1985,Colima,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1993,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1983,Colima,"Tijuana, Baja California del Norte","Fresno, CA "
1974,"Colima, Colima","Tijuana, Baja California del Norte","Santa Cruz-Watsonville, CA "
1980,Colima,"Nogales, Sonora","Los Angeles-Long Beach, CA "
1970,Colima,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1971,"Ensenada, Baja California del Norte","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1967,"Coalcomán de Vázquez Pallares, Michoacán","Tijuana, Baja California del Norte","Santa Barbara-Santa Maria-Lompoc, CA "
1972,Colima,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1971,"Manzanillo, Colima","Tijuana, Baja California del Norte","Odessa-Midland, TX "
1972,Colima,"Tijuana, Baja California del Norte","Orange County, CA "
1979,"Colima, Colima","San Luis Río Colorado, Sonora","Merced, CA "
1975,"Colima, Colima","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1973,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1979,"Colima, Colima","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1990,Colima,"Tijuana, Baja California del Norte","Houston, TX "
1993,"Colima, Colima","Tijuana, Baja California del Norte","Santa Cruz-Watsonville, CA "
1979,"Puerto Peñasco, Sonora","Mexicali, Baja California del Norte","Odessa-Midland, TX "
1993,"Tepic, Nayarit","Nogales, Sonora","Phoenix-Mesa, AZ "
1979,"Colima, Colima","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1970,Colima,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1984,"Colima, Colima","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1972,Colima,"Reynosa, Tamaulipas","Miami, FL "
1991,"Jiquilpan, Michoacán","Tijuana, Baja California del Norte","Fresno, CA "
1985,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1988,"Colima, Colima","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1985,Colima,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1988,Colima,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1988,Colima,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1983,Colima,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1992,Colima,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA "
1988,Colima,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1992,Colima,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1985,"Colima, Colima","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1985,Colima,"Nogales, Sonora",
1986,"Tecomán, Colima","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1983,Colima,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1977,Colima,"Tijuana, Baja California del Norte","Richland-Kennewick-Pasco, WA "
1965,Zacatecas,"Mexicali, Baja California del Norte","Santa Cruz-Watsonville, CA "
1985,"Tuxpan, Nayarit","Puerto Peñasco, Sonora",
1967,Zacatecas,"Nogales, Sonora",
1988,"San Luis Potosí, San Luis Potosí","Puerto Peñasco, Sonora",
1965,"Aguascalientes, Aguascalientes","Piedras Negras, Coahuila de Zaragoza","Santa Cruz-Watsonville, CA "
1985,"Aguascalientes, Aguascalientes","Tijuana, Baja California del Norte",
1989,", Zacatecas","Juárez, Chihuahua","Phoenix-Mesa, AZ "
1986,"Ciudad de México, Distrito Federal","Juárez, Chihuahua",
1961,"Culiacan, Sinaloa","Piedras Negras, Coahuila de Zaragoza",
1975,Tamaulipas,"Juárez, Chihuahua",
1966,"San Luis Potosí, San Luis Potosí","Miguel Alemán, Tamaulipas","Santa Cruz-Watsonville, CA "
1984,Zacatecas,"Ojinaga, Chihuahua",
1992,"Aguascalientes, Aguascalientes","Nuevo Laredo, Tamaulipas",
1986,"Culiacan, Sinaloa","Tijuana, Baja California del Norte",
1986,Zacatecas,"Puerto Peñasco, Sonora",
1991,"Calvillo, Aguascalientes","Nogales, Sonora","Phoenix-Mesa, AZ "
1969,Zacatecas,"Juárez, Chihuahua",
1975,"Tuxpan, Nayarit","Juárez, Chihuahua",
1985,"Irapuato, Guanajuato","Nogales, Sonora",
1963,Zacatecas,"Tijuana, Baja California del Norte",
1965,"Culiacan, Sinaloa","Juárez, Chihuahua",
1984,"Aguascalientes, Aguascalientes","Mexicali, Baja California del Norte",
1990,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1985,", Zacatecas","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1990,"Fresnillo, Zacatecas","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1990,Zacatecas,"Juárez, Chihuahua",
1985,"Hermosillo, Sonora","Matamoros, Tamaulipas","San Antonio, TX "
1982,"Juchipila, Zacatecas","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1989,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1940,Zacatecas,"Tijuana, Baja California del Norte","Sacramento, CA "
1952,"León, Guanajuato","Mexicali, Baja California del Norte","Riverside-San Bernardino, CA "
1974,"Monterrey, Nuevo León","Tijuana, Baja California del Norte","San Diego, CA "
1986,Zacatecas,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA "
1947,", Zacatecas","Mexicali, Baja California del Norte",
1978,"Querétaro, Querétaro","Juárez, Chihuahua","New York, NY "
1970,"Monte Escobedo, Zacatecas","Nuevo Laredo, Tamaulipas","Chicago, IL "
1948,"Apatzingán, Michoacán","Reynosa, Tamaulipas","McAllen-Edinburg-Mission, TX "
1985,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1989,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1979,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1989,Zacatecas,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1969,", Zacatecas","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1965,"Juchipila, Zacatecas","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1989,", Zacatecas","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1984,,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1944,"Rioverde, San Luis Potosí","Matamoros, Tamaulipas","Brownsville-Harlingen-San Benito, TX "
1951,San Luis Potosí,"Juárez, Chihuahua",
1979,,"Tijuana, Baja California del Norte","Ventura, CA "
1973,San Luis Potosí,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1993,"San Luis Potosí, San Luis Potosí","Tijuana, Baja California del Norte",
1987,San Luis Potosí,"Juárez, Chihuahua","Houston, TX "
1981,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1994,San Luis Potosí,"Juárez, Chihuahua","Austin-San Marcos, TX "
1953,Tamaulipas,"Juárez, Chihuahua","Brownsville-Harlingen-San Benito, TX "
1991,San Luis Potosí,"Matamoros, Tamaulipas","Houston, TX "
1978,San Luis Potosí,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1947,"Matamoros, Tamaulipas","Matamoros, Tamaulipas","Houston, TX "
1982,San Luis Potosí,"Matamoros, Tamaulipas",
1949,"Tampico, Tamaulipas","Juárez, Chihuahua","Houston, TX "
1989,San Luis Potosí,"Tijuana, Baja California del Norte","Orange County, CA "
1965,San Luis Potosí,"Tijuana, Baja California del Norte",
1990,"El Mante, Tamaulipas","Tijuana, Baja California del Norte","Ventura, CA "
1972,"Matamoros, Tamaulipas","Nuevo Laredo, Tamaulipas","Fresno, CA "
1959,San Luis Potosí,"Piedras Negras, Coahuila de Zaragoza",
1985,San Luis Potosí,"Matamoros, Tamaulipas","Dallas, TX "
1977,"Matamoros, Tamaulipas","Mier, Tamaulipas","Houston, TX "
1976,"Ciudad de México, Distrito Federal","Matamoros, Tamaulipas","Chicago, IL "
1966,"Villa Juárez, San Luis Potosí","Nuevo Laredo, Tamaulipas","Chicago, IL "
1978,San Luis Potosí,"Nuevo Laredo, Tamaulipas","Houston, TX "
1980,"Villa Juárez, San Luis Potosí","Matamoros, Tamaulipas","Houston, TX "
1993,San Luis Potosí,"Matamoros, Tamaulipas","Houston, TX "
1980,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte",
1982,San Luis Potosí,"Matamoros, Tamaulipas","Houston, TX "
1954,"El Mante, Tamaulipas","Matamoros, Tamaulipas",
1951,"Gómez Farías, Tamaulipas","Reynosa, Tamaulipas",
1958,San Luis Potosí,"Nuevo Laredo, Tamaulipas",
1948,San Luis Potosí,"Piedras Negras, Coahuila de Zaragoza","McAllen-Edinburg-Mission, TX "
1971,San Luis Potosí,"Nuevo Laredo, Tamaulipas","Merced, CA "
1964,San Luis Potosí,"Mexicali, Baja California del Norte",
1970,San Luis Potosí,"Nuevo Laredo, Tamaulipas","Merced, CA "
1985,San Luis Potosí,"Matamoros, Tamaulipas","Merced, CA "
1978,Tamaulipas,"Nuevo Laredo, Tamaulipas",
1969,"Cuidad Madero, Tamaulipas","Nuevo Laredo, Tamaulipas",
1981,San Luis Potosí,"Nuevo Laredo, Tamaulipas","Merced, CA "
1980,San Luis Potosí,"Nuevo Laredo, Tamaulipas","Merced, CA "
1978,San Luis Potosí,"Nuevo Laredo, Tamaulipas","Merced, CA "
1973,"Ebano, San Luis Potosí","Reynosa, Tamaulipas",
1979,Veracruz,"Nuevo Laredo, Tamaulipas","McAllen-Edinburg-Mission, TX "
1987,San Luis Potosí,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1982,San Luis Potosí,"Matamoros, Tamaulipas","Dallas, TX "
1975,"El Mante, Tamaulipas","Reynosa, Tamaulipas",
1964,"Mexicali, Baja California del Norte","Nuevo Laredo, Tamaulipas",
1949,"Ciudad de México, Distrito Federal","Reynosa, Tamaulipas",
1970,"Caborca, Sonora","Mier, Tamaulipas",
1983,San Luis Potosí,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1980,"Tampico, Tamaulipas","Nuevo Laredo, Tamaulipas","Houston, TX "
1973,"Monterrey, Nuevo León","Nuevo Laredo, Tamaulipas","Houston, TX "
1973,San Luis Potosí,"Nuevo Laredo, Tamaulipas",
1978,San Luis Potosí,"Nuevo Laredo, Tamaulipas","Houston, TX "
1981,San Luis Potosí,"Matamoros, Tamaulipas","Houston, TX "
1979,San Luis Potosí,", Coahuila de Zaragoza",
1985,Tabasco,", Coahuila de Zaragoza",
1972,San Luis Potosí,", Coahuila de Zaragoza","San Angelo, TX "
1991,San Luis Potosí,"Reynosa, Tamaulipas","McAllen-Edinburg-Mission, TX "
1980,"San Luis Potosí, San Luis Potosí","Reynosa, Tamaulipas","Houston, TX "
1978,"Cuauhtémoc, Chihuahua","Tijuana, Baja California del Norte",
1971,"Cuidad Fernández, San Luis Potosí",", Coahuila de Zaragoza",
1978,"Coxcatlán, San Luis Potosí","Piedras Negras, Coahuila de Zaragoza",
1980,"Tamasopo, San Luis Potosí","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1980,San Luis Potosí,"Reynosa, Tamaulipas","Merced, CA "
1969,San Luis Potosí,", Coahuila de Zaragoza","San Antonio, TX "
1986,"Torreón, Coahuila de Zaragoza","Reynosa, Tamaulipas","Houston, TX "
1971,San Luis Potosí,", Coahuila de Zaragoza","Dallas, TX "
1974,"San Luis Potosí, San Luis Potosí",", Coahuila de Zaragoza",
1989,"Culiacan, Sinaloa","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA "
1973,San Luis Potosí,"Tijuana, Baja California del Norte",
1972,"San Ciro de Acosta, San Luis Potosí","Tijuana, Baja California del Norte","Houston, TX "
1978,"San Felipe, Guanajuato","Ojinaga, Chihuahua","Houston, TX "
1970,"Axtla de Terrazas, San Luis Potosí",", Coahuila de Zaragoza",
1960,"Ciudad de México, Distrito Federal","Reynosa, Tamaulipas",
